Run ID,Type,Angle,Intensity
Random Gaussian,X Angle,-42.7273,75.8073
Random Gaussian,X Angle,-40.9091,76.6942
Random Gaussian,X Angle,-39.0909,77.5598
Random Gaussian,X Angle,-37.2727,78.4032
Random Gaussian,X Angle,-35.4545,79.2234
Random Gaussian,X Angle,-33.6364,80.0195
Random Gaussian,X Angle,-31.8182,80.7907
Random Gaussian,X Angle,-30,81.536
Random Gaussian,X Angle,-28.1818,82.2546
Random Gaussian,X Angle,-26.3636,82.9456
Random Gaussian,X Angle,-24.5455,83.6084
Random Gaussian,X Angle,-22.7273,84.242
Random Gaussian,X Angle,-20.9091,84.8459
Random Gaussian,X Angle,-19.0909,85.4191
Random Gaussian,X Angle,-17.2727,85.9612
Random Gaussian,X Angle,-15.4545,86.4714
Random Gaussian,X Angle,-13.6364,86.9491
Random Gaussian,X Angle,-11.8182,87.3938
Random Gaussian,X Angle,-10,87.805
Random Gaussian,X Angle,-8.18182,88.1821
Random Gaussian,X Angle,-6.36364,88.5246
Random Gaussian,X Angle,-4.54545,88.8323
Random Gaussian,X Angle,-2.72727,89.1046
Random Gaussian,X Angle,-0.909091,89.3413
Random Gaussian,X Angle,0.909091,89.542
Random Gaussian,X Angle,2.72727,89.7066
Random Gaussian,X Angle,4.54545,89.8349
Random Gaussian,X Angle,6.36364,89.9266
Random Gaussian,X Angle,8.18182,89.9816
Random Gaussian,X Angle,10,90
Random Gaussian,X Angle,11.8182,89.9816
Random Gaussian,X Angle,13.6364,89.9266
Random Gaussian,X Angle,15.4545,89.8349
Random Gaussian,X Angle,17.2727,89.7066
Random Gaussian,X Angle,19.0909,89.542
Random Gaussian,X Angle,20.9091,89.3413
Random Gaussian,X Angle,22.7273,89.1046
Random Gaussian,X Angle,24.5455,88.8323
Random Gaussian,X Angle,26.3636,88.5246
Random Gaussian,X Angle,28.1818,88.1821
Random Gaussian,X Angle,30,87.805
Random Gaussian,X Angle,31.8182,87.3938
Random Gaussian,X Angle,33.6364,86.9491
Random Gaussian,X Angle,35.4545,86.4714
Random Gaussian,X Angle,37.2727,85.9612
Random Gaussian,X Angle,39.0909,85.4191
Random Gaussian,X Angle,40.9091,84.8459
Random Gaussian,X Angle,42.7273,84.242
Random Gaussian,X Angle,44.5455,83.6084
Random Gaussian,X Angle,46.3636,82.9456
Random Gaussian,X Angle,48.1818,82.2546
Random Gaussian,X Angle,50,81.536
Random Gaussian,X Angle,51.8182,80.7907
Random Gaussian,X Angle,53.6364,80.0195
Random Gaussian,X Angle,55.4545,79.2234
Random Gaussian,X Angle,57.2727,78.4032
Random Gaussian,X Angle,59.0909,77.5598
Random Gaussian,X Angle,60.9091,76.6942
Random Gaussian,X Angle,62.7273,75.8073
Random Gaussian,X Angle,64.5455,74.9001
Random Gaussian,X Angle,66.3636,73.9735
Random Gaussian,X Angle,68.1818,73.0286
Random Gaussian,X Angle,70,72.0664
Random Gaussian,X Angle,71.8182,71.0878
Random Gaussian,X Angle,73.6364,70.0939
Random Gaussian,X Angle,75.4545,69.0856
Random Gaussian,X Angle,77.2727,68.0641
Random Gaussian,X Angle,79.0909,67.0304
Random Gaussian,X Angle,80.9091,65.9854
Random Gaussian,X Angle,82.7273,64.9302
Random Gaussian,X Angle,84.5455,63.8658
Random Gaussian,X Angle,86.3636,62.7932
Random Gaussian,X Angle,88.1818,61.7134
Random Gaussian,X Angle,90,60.6275
Baby Gaussian,X Angle,-90,0.011109
Baby Gaussian,X Angle,-88.1818,0.0132996
Baby Gaussian,X Angle,-86.3636,0.0158639
Baby Gaussian,X Angle,-84.5455,0.0188532
Baby Gaussian,X Angle,-82.7273,0.0223236
Baby Gaussian,X Angle,-80.9091,0.0263359
Baby Gaussian,X Angle,-79.0909,0.0309554
Baby Gaussian,X Angle,-77.2727,0.0362519
Baby Gaussian,X Angle,-75.4545,0.0422989
Baby Gaussian,X Angle,-73.6364,0.0491737
Baby Gaussian,X Angle,-71.8182,0.0569562
Baby Gaussian,X Angle,-70,0.0657285
Baby Gaussian,X Angle,-68.1818,0.0755739
Baby Gaussian,X Angle,-66.3636,0.0865754
Baby Gaussian,X Angle,-64.5455,0.0988147
Baby Gaussian,X Angle,-62.7273,0.112371
Baby Gaussian,X Angle,-60.9091,0.127318
Baby Gaussian,X Angle,-59.0909,0.143725
Baby Gaussian,X Angle,-57.2727,0.161651
Baby Gaussian,X Angle,-55.4545,0.181147
Baby Gaussian,X Angle,-53.6364,0.202249
Baby Gaussian,X Angle,-51.8182,0.224982
Baby Gaussian,X Angle,-50,0.249352
Baby Gaussian,X Angle,-48.1818,0.275349
Baby Gaussian,X Angle,-46.3636,0.302942
Baby Gaussian,X Angle,-44.5455,0.332077
Baby Gaussian,X Angle,-42.7273,0.36268
Baby Gaussian,X Angle,-40.9091,0.394652
Baby Gaussian,X Angle,-39.0909,0.427867
Baby Gaussian,X Angle,-37.2727,0.462176
Baby Gaussian,X Angle,-35.4545,0.497407
Baby Gaussian,X Angle,-33.6364,0.53336
Baby Gaussian,X Angle,-31.8182,0.569816
Baby Gaussian,X Angle,-30,0.606531
Baby Gaussian,X Angle,-28.1818,0.643244
Baby Gaussian,X Angle,-26.3636,0.679679
Baby Gaussian,X Angle,-24.5455,0.715545
Baby Gaussian,X Angle,-22.7273,0.750541
Baby Gaussian,X Angle,-20.9091,0.784363
Baby Gaussian,X Angle,-19.0909,0.816703
Baby Gaussian,X Angle,-17.2727,0.847259
Baby Gaussian,X Angle,-15.4545,0.875736
Baby Gaussian,X Angle,-13.6364,0.901851
Baby Gaussian,X Angle,-11.8182,0.92534
Baby Gaussian,X Angle,-10,0.945959
Baby Gaussian,X Angle,-8.18182,0.963493
Baby Gaussian,X Angle,-6.36364,0.977753
Baby Gaussian,X Angle,-4.54545,0.988587
Baby Gaussian,X Angle,-2.72727,0.995876
Baby Gaussian,X Angle,-0.909091,0.999541
Baby Gaussian,X Angle,0.909091,0.999541
Baby Gaussian,X Angle,2.72727,0.995876
Baby Gaussian,X Angle,4.54545,0.988587
Baby Gaussian,X Angle,6.36364,0.977753
Baby Gaussian,X Angle,8.18182,0.963493
Baby Gaussian,X Angle,10,0.945959
Baby Gaussian,X Angle,11.8182,0.92534
Baby Gaussian,X Angle,13.6364,0.901851
Baby Gaussian,X Angle,15.4545,0.875736
Baby Gaussian,X Angle,17.2727,0.847259
Baby Gaussian,X Angle,19.0909,0.816703
Baby Gaussian,X Angle,20.9091,0.784363
Baby Gaussian,X Angle,22.7273,0.750541
Baby Gaussian,X Angle,24.5455,0.715545
Baby Gaussian,X Angle,26.3636,0.679679
Baby Gaussian,X Angle,28.1818,0.643244
Baby Gaussian,X Angle,30,0.606531
Baby Gaussian,X Angle,31.8182,0.569816
Baby Gaussian,X Angle,33.6364,0.53336
Baby Gaussian,X Angle,35.4545,0.497407
Baby Gaussian,X Angle,37.2727,0.462176
Baby Gaussian,X Angle,39.0909,0.427867
Baby Gaussian,X Angle,40.9091,0.394652
Baby Gaussian,X Angle,42.7273,0.36268
Baby Gaussian,X Angle,44.5455,0.332077
Baby Gaussian,X Angle,46.3636,0.302942
Baby Gaussian,X Angle,48.1818,0.275349
Baby Gaussian,X Angle,50,0.249352
Baby Gaussian,X Angle,51.8182,0.224982
Baby Gaussian,X Angle,53.6364,0.202249
Baby Gaussian,X Angle,55.4545,0.181147
Baby Gaussian,X Angle,57.2727,0.161651
Baby Gaussian,X Angle,59.0909,0.143725
Baby Gaussian,X Angle,60.9091,0.127318
Baby Gaussian,X Angle,62.7273,0.112371
Baby Gaussian,X Angle,64.5455,0.0988147
Baby Gaussian,X Angle,66.3636,0.0865754
Baby Gaussian,X Angle,68.1818,0.0755739
Baby Gaussian,X Angle,70,0.0657285
Baby Gaussian,X Angle,71.8182,0.0569562
Baby Gaussian,X Angle,73.6364,0.0491737
Baby Gaussian,X Angle,75.4545,0.0422989
Baby Gaussian,X Angle,77.2727,0.0362519
Baby Gaussian,X Angle,79.0909,0.0309554
Baby Gaussian,X Angle,80.9091,0.0263359
Baby Gaussian,X Angle,82.7273,0.0223236
Baby Gaussian,X Angle,84.5455,0.0188532
Baby Gaussian,X Angle,86.3636,0.0158639
Baby Gaussian,X Angle,88.1818,0.0132996
Baby Gaussian,X Angle,90,0.011109

